date,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,TN,TX,UT,VA,WA,WI,WV
2021-05-27,1,15,7,19,21,18,9,6,105,13,3,3,67,25,4,10,10,9,15,5,66,8,12,3,3,9,1,38,3,16,77,70,8,11,37,8,20,76,2,13,18,6,5
2021-05-28,0,18,4,25,13,10,10,4,105,17,1,2,71,24,9,10,7,6,17,3,48,4,13,5,2,17,1,33,2,15,73,73,13,13,41,7,10,100,4,9,14,9,10
2021-05-29,1,7,4,13,19,19,1,2,87,17,3,0,70,13,4,5,6,7,10,2,54,8,8,3,2,9,0,26,2,10,55,66,4,7,36,1,8,81,5,6,10,6,3
2021-05-30,3,6,5,11,14,17,1,1,91,13,3,2,55,13,5,6,6,8,9,1,44,4,15,5,3,7,2,33,1,1,52,66,5,12,15,3,8,68,3,8,17,5,9
2021-05-31,2,11,9,24,21,21,4,1,87,12,2,3,67,10,2,7,11,5,7,3,45,1,9,4,2,12,1,16,2,9,50,53,5,11,26,4,6,60,3,9,17,4,6
2021-06-01,0,16,21,17,30,15,11,3,116,17,5,1,79,11,5,5,13,4,12,2,47,5,12,4,6,9,3,41,0,18,80,73,3,11,47,7,11,98,7,15,27,12,6
2021-06-02,0,8,9,22,22,25,3,1,99,11,4,2,66,13,5,9,4,6,6,3,26,4,15,2,7,15,0,24,2,9,59,63,4,11,39,9,9,64,3,16,15,9,6
2021-06-03,6,14,8,21,26,10,12,2,115,9,2,1,60,11,3,9,18,9,5,2,31,1,17,5,8,12,2,41,1,13,67,54,6,6,26,8,11,76,3,11,27,10,4
2021-06-04,0,7,5,27,34,8,7,2,112,14,1,4,59,17,3,8,8,6,8,2,26,8,13,2,11,10,3,31,2,11,62,48,7,6,17,6,12,77,4,15,25,6,8
2021-06-05,3,5,6,23,29,11,9,1,93,12,1,6,50,9,2,5,11,3,4,1,24,5,12,3,11,12,5,32,1,8,40,30,2,4,34,7,8,76,6,8,18,9,5
2021-06-06,2,12,7,17,15,25,3,2,74,13,2,1,51,17,2,6,6,2,8,4,29,6,6,6,7,13,1,26,0,9,20,22,5,5,19,7,8,38,4,6,11,5,4
2021-06-07,0,9,6,32,25,16,6,1,119,18,3,3,50,22,2,9,11,4,5,0,26,10,15,4,9,14,2,34,3,11,47,45,3,3,34,7,11,84,2,11,14,5,4
2021-06-08,0,5,11,29,25,13,10,2,108,14,5,2,60,14,3,8,13,5,9,4,32,6,25,5,5,8,1,31,3,8,47,49,5,7,21,3,10,63,2,10,20,12,2
2021-06-09,1,13,3,16,21,11,11,1,99,15,3,1,47,18,3,8,9,4,8,2,28,6,25,4,8,11,2,23,3,10,42,40,7,12,23,4,8,75,8,6,15,4,3
2021-06-10,0,8,3,28,19,9,11,2,97,13,2,2,53,10,2,11,14,5,7,5,33,3,21,1,8,8,2,30,2,10,39,34,4,10,27,3,9,70,3,9,13,4,3
2021-06-11,2,11,7,21,14,13,8,1,111,10,4,2,44,19,4,7,12,3,3,2,23,2,33,2,2,8,3,21,2,10,45,34,7,7,23,7,11,55,4,9,13,7,5
2021-06-12,1,4,7,13,19,10,2,0,86,9,2,2,39,14,3,4,9,2,6,2,21,4,19,0,1,9,1,14,1,8,32,28,5,5,11,2,11,58,3,3,11,4,11
2021-06-13,0,6,4,17,20,10,3,0,72,11,5,2,45,14,3,4,9,1,6,2,21,5,19,3,1,5,0,15,2,6,38,19,6,5,21,5,7,61,2,3,9,3,2
2021-06-14,2,3,5,22,24,11,8,1,86,10,3,4,54,13,3,4,9,4,10,2,11,4,15,2,6,12,4,14,3,7,36,40,4,8,19,0,11,83,6,8,9,5,2
2021-06-15,1,11,7,24,13,14,0,5,125,8,2,2,43,13,2,10,13,2,5,2,15,3,16,1,3,7,3,14,1,14,40,28,8,6,16,2,8,92,6,4,8,5,5
2021-06-16,0,11,8,24,16,6,3,2,93,9,1,3,49,15,5,10,13,3,5,0,21,3,22,3,4,9,2,14,0,9,46,27,4,10,17,7,7,78,5,9,15,5,5
2021-06-17,1,6,16,22,18,7,4,0,100,11,2,3,28,18,2,6,10,2,2,0,18,3,19,2,1,7,1,9,1,9,38,30,5,10,22,3,10,71,5,4,12,2,5
2021-06-18,1,10,15,25,17,6,3,1,97,7,4,4,41,9,4,13,6,2,2,0,23,5,32,1,3,8,3,11,4,14,33,29,5,4,15,5,7,81,9,6,12,3,12
2021-06-19,0,9,10,18,25,8,2,2,89,8,0,2,31,6,3,9,7,2,5,1,13,2,21,4,1,7,1,11,1,12,19,16,5,7,8,1,9,72,3,4,10,4,4
2021-06-20,0,10,10,16,20,5,2,2,61,6,2,1,25,8,3,4,8,4,6,3,8,6,16,1,2,12,1,13,3,6,24,19,4,2,11,3,5,58,4,4,11,2,2
2021-06-21,2,16,6,36,23,7,3,2,88,14,2,2,37,11,4,7,17,5,6,4,15,2,14,3,6,10,4,17,2,17,36,34,9,3,17,1,5,97,3,5,10,3,6
2021-06-22,1,10,11,23,14,9,1,1,90,7,0,2,38,8,3,7,13,4,6,2,9,7,28,1,5,3,3,10,2,15,36,21,6,5,18,3,8,89,5,9,7,5,6
2021-06-23,1,5,10,28,23,9,1,2,91,13,1,5,34,13,5,5,11,4,2,1,16,3,21,5,7,7,2,13,2,20,33,25,6,4,15,5,10,69,4,10,9,2,5
2021-06-24,3,7,14,33,28,8,1,1,92,19,2,3,35,10,5,4,12,3,8,0,11,2,18,3,4,7,2,12,1,22,19,32,6,3,7,1,8,79,4,5,12,2,2
2021-06-25,2,11,8,16,20,7,5,1,118,10,5,2,42,7,11,5,14,1,4,1,14,2,29,2,2,8,1,12,2,10,25,19,10,9,21,5,13,84,3,4,12,3,3
2021-06-26,1,6,12,23,28,7,1,0,101,9,0,1,36,9,4,3,10,1,2,2,12,3,17,3,4,12,2,17,2,13,25,20,6,4,8,1,11,71,4,4,6,4,11
2021-06-27,0,11,15,16,26,7,2,1,97,9,2,1,23,10,6,1,8,4,3,2,7,5,31,2,5,4,1,12,3,14,19,20,5,5,7,2,8,64,7,4,11,2,2
2021-06-28,2,4,18,26,28,20,2,1,84,5,0,2,26,15,6,6,8,5,5,1,14,1,28,3,7,6,3,17,4,26,32,36,4,5,9,4,6,81,4,5,12,5,3
2021-06-29,2,9,14,24,28,10,1,0,117,8,3,0,33,14,6,1,9,2,3,2,15,5,37,3,2,7,4,14,0,25,23,23,6,4,11,4,7,87,6,9,7,3,2
2021-06-30,1,7,13,28,29,6,0,1,94,11,3,1,26,10,7,6,11,1,6,2,14,4,25,5,9,5,3,12,2,27,13,18,8,5,9,1,10,98,6,11,8,4,5
2021-07-01,1,5,24,36,38,9,2,1,162,8,4,2,37,13,5,3,10,3,4,0,15,5,37,5,2,6,3,15,2,38,39,24,8,4,14,4,8,152,6,8,18,3,5
2021-07-02,2,5,16,37,31,12,4,1,129,7,3,4,29,10,4,9,14,1,2,0,7,9,59,2,1,8,5,19,3,35,23,17,8,8,7,3,7,98,8,5,6,5,4
2021-07-03,1,8,16,20,20,9,0,2,123,12,2,1,32,11,2,5,13,2,7,1,9,3,16,6,4,14,4,15,2,38,16,14,10,2,10,9,6,78,5,3,8,0,1
2021-07-04,1,8,10,21,28,4,1,1,132,12,2,4,28,11,3,7,12,1,4,2,10,3,34,4,5,11,2,14,1,23,22,19,4,4,7,6,2,83,8,6,5,2,2
2021-07-05,4,6,23,24,37,11,2,0,164,18,0,2,31,11,3,5,11,4,6,2,12,3,31,5,7,15,4,16,1,32,11,28,9,8,3,2,10,117,5,5,9,6,1
2021-07-06,2,11,27,28,34,12,1,1,175,12,2,4,30,16,6,8,17,3,5,0,18,1,53,8,1,9,4,12,1,23,19,27,17,7,14,7,7,121,10,7,6,8,3
2021-07-07,1,8,21,36,49,12,2,1,200,16,3,4,39,11,7,10,22,4,4,2,12,1,44,5,5,15,2,19,1,33,20,19,7,4,12,3,5,128,8,6,12,2,2
2021-07-08,2,11,21,45,42,8,1,1,172,21,3,4,38,14,4,7,21,4,3,4,9,2,49,5,3,15,5,14,3,38,20,21,6,3,13,5,7,136,8,4,15,4,1
2021-07-09,2,11,27,38,43,10,3,1,217,18,3,3,39,10,7,9,16,5,6,1,16,2,34,7,2,6,5,20,5,42,21,26,14,9,13,3,16,141,3,11,12,5,2
2021-07-10,4,11,21,44,31,6,1,2,199,11,1,2,36,8,7,9,21,3,6,1,11,0,37,8,3,8,4,17,0,45,22,20,7,4,10,6,11,133,6,8,14,3,2
2021-07-11,6,11,22,42,55,6,5,0,190,24,4,0,31,11,3,8,13,1,5,1,9,2,33,5,4,7,6,16,5,47,16,15,10,5,9,8,10,114,7,4,13,3,2
2021-07-12,4,18,27,45,49,11,3,1,293,24,2,3,40,26,4,8,23,3,8,4,16,1,48,6,2,18,4,20,2,50,21,29,18,6,14,3,12,173,10,9,9,1,2
2021-07-13,2,20,30,42,48,10,2,1,282,23,3,3,35,16,13,10,29,1,5,0,14,2,48,7,8,14,3,17,3,31,21,25,11,8,8,6,8,174,4,11,7,5,2
2021-07-14,3,20,31,75,49,12,1,0,284,20,2,2,37,19,6,10,23,3,7,1,14,3,39,8,6,16,3,18,3,47,27,20,19,5,10,8,14,180,11,9,11,3,2
2021-07-15,3,22,29,77,56,6,1,1,320,23,1,4,35,15,3,8,36,4,4,0,5,8,41,9,1,21,3,9,4,36,34,30,12,7,9,6,17,217,7,8,12,5,6
2021-07-16,2,26,31,50,64,6,2,2,338,27,3,3,50,15,15,6,35,2,7,0,19,4,51,13,2,18,8,18,2,52,14,22,18,7,8,11,16,199,14,9,19,8,2
2021-07-17,1,21,28,63,57,11,2,2,324,40,2,2,35,11,8,13,35,3,6,0,19,5,41,10,5,16,7,13,3,39,22,30,21,9,8,6,22,189,5,12,24,4,9
2021-07-18,5,16,28,50,57,8,2,4,353,31,3,2,37,10,8,10,36,1,7,1,12,3,42,14,5,16,5,15,2,57,12,26,17,6,11,5,15,172,5,10,10,4,0
2021-07-19,3,27,32,49,91,13,3,1,418,33,3,3,44,12,8,11,55,2,7,2,19,4,47,15,2,13,5,33,2,58,25,50,16,8,19,8,33,298,5,11,23,5,1
2021-07-20,5,32,38,73,71,5,3,6,443,42,3,5,34,21,9,11,45,4,12,2,12,4,67,15,6,24,6,23,3,60,37,34,21,7,20,11,23,265,8,7,11,2,2
2021-07-21,6,31,33,52,88,10,3,2,550,37,3,2,37,17,12,17,47,4,7,0,16,7,58,14,10,30,4,18,2,57,45,33,22,6,15,18,24,261,6,15,15,6,5
2021-07-22,7,31,38,53,96,10,8,5,540,58,5,4,40,20,10,17,54,2,9,2,16,11,63,15,8,25,7,27,3,55,44,44,27,7,19,10,28,297,7,11,23,8,3
2021-07-23,10,49,51,70,124,9,5,5,540,44,9,4,46,16,13,16,61,5,6,2,23,9,51,19,1,29,4,33,6,51,41,37,33,11,15,7,32,324,12,11,19,13,13
2021-07-24,3,35,32,57,112,7,4,2,533,46,2,2,36,12,8,13,62,3,10,5,20,3,62,12,8,30,11,33,2,56,34,50,25,10,17,16,28,309,14,11,16,5,3
2021-07-25,2,43,42,77,103,10,3,1,551,44,4,5,39,21,19,13,67,2,8,1,9,10,44,15,5,32,3,38,6,68,36,38,24,11,16,16,16,263,9,10,12,9,2
2021-07-26,8,53,40,89,146,15,8,7,688,65,4,7,57,18,8,20,101,3,14,0,21,6,57,26,13,30,11,49,4,52,58,71,33,13,21,25,38,394,5,14,20,9,4
2021-07-27,6,67,30,90,124,15,9,1,755,69,6,5,69,30,6,19,76,5,10,4,30,5,73,29,8,41,6,45,6,61,54,45,36,7,19,14,38,418,8,12,20,9,5
2021-07-28,7,46,42,80,161,14,9,2,753,80,5,2,57,29,19,31,79,3,10,2,12,12,85,21,12,39,5,37,3,61,58,53,37,11,24,28,46,417,9,14,32,11,2
2021-07-29,6,60,47,78,150,12,10,4,811,96,3,8,55,31,14,17,89,8,13,2,27,11,96,26,11,36,9,31,4,38,70,64,27,9,15,26,45,420,13,17,35,13,7
2021-07-30,2,71,49,88,131,8,10,2,827,98,7,5,57,34,12,25,84,7,25,2,27,9,84,27,18,38,7,52,4,54,70,69,43,15,24,31,57,487,18,16,24,17,7
2021-07-31,5,66,41,97,146,14,10,5,813,102,5,4,61,28,8,29,96,9,11,0,20,10,65,27,13,36,9,61,6,43,56,49,32,16,19,18,37,455,14,23,34,16,5
2021-08-01,4,79,58,109,139,7,14,5,885,88,6,3,67,26,17,25,113,5,8,2,27,7,76,27,13,46,6,51,5,52,59,62,32,9,24,24,48,529,10,21,21,16,2
2021-08-02,4,98,46,108,174,11,4,9,916,96,9,5,68,36,10,34,108,14,19,0,34,14,93,41,16,54,9,52,7,57,88,96,60,10,22,29,66,552,11,27,33,14,3
2021-08-03,6,76,48,142,192,8,14,2,939,114,9,4,61,29,11,28,121,12,12,2,40,5,92,50,13,57,8,37,8,60,73,76,37,18,27,28,80,528,10,28,45,23,8
2021-08-04,5,72,55,141,204,11,10,8,984,111,8,6,63,32,9,38,107,6,26,3,26,6,82,33,17,46,12,63,7,42,71,97,55,26,29,29,63,582,10,19,47,21,7
2021-08-05,6,89,38,117,194,12,11,6,953,128,11,5,83,36,23,27,132,8,23,1,43,3,88,36,23,66,10,49,8,66,82,93,47,24,35,32,74,560,15,29,43,20,7
2021-08-06,6,109,55,107,184,15,14,9,1063,149,11,3,77,47,16,30,132,5,13,1,44,14,103,37,19,59,9,47,5,59,103,69,78,21,43,35,76,639,18,24,55,23,15
2021-08-07,9,86,52,132,191,27,12,8,964,135,11,5,78,37,18,35,121,5,16,2,42,13,89,42,14,71,10,49,10,52,76,73,50,18,31,35,73,592,11,33,40,24,7
2021-08-08,10,91,42,126,198,19,13,8,988,130,9,4,66,40,13,34,120,9,17,2,48,9,71,53,8,52,16,57,7,56,83,79,56,22,25,29,73,556,15,21,54,27,7
2021-08-09,12,80,61,138,240,13,18,12,1129,154,16,5,103,42,15,53,142,11,24,5,49,12,86,53,13,69,9,75,9,60,98,112,66,28,49,30,72,714,21,36,55,33,13
2021-08-10,8,111,59,130,227,20,16,16,1116,172,8,6,98,44,21,50,150,12,18,3,58,18,73,40,19,69,12,72,10,40,116,129,62,24,50,40,83,714,11,34,38,25,12
2021-08-11,5,115,41,138,235,13,23,10,1114,153,11,7,87,65,25,56,142,6,23,9,46,13,79,44,23,64,15,80,9,53,100,125,63,19,45,48,82,695,13,38,61,36,8
2021-08-12,10,113,52,152,263,16,18,14,1083,175,8,10,99,47,23,49,134,9,28,3,60,13,63,36,11,63,10,80,8,52,104,107,53,27,41,39,92,742,14,39,49,36,17
2021-08-13,10,100,59,140,234,26,16,16,1088,170,17,8,125,53,14,53,132,9,47,5,52,13,68,35,22,72,11,58,13,53,110,136,63,18,59,65,98,700,10,41,55,23,21
2021-08-14,7,90,54,139,200,28,14,12,1018,158,18,5,88,50,13,40,113,13,14,4,48,19,75,33,19,79,11,50,9,27,88,140,47,17,36,60,84,620,11,33,58,23,11
2021-08-15,12,83,63,148,218,10,22,19,1028,146,17,6,94,51,16,42,99,16,33,8,42,14,50,39,16,77,11,50,7,40,96,128,45,16,49,46,67,587,13,37,60,30,10
2021-08-16,4,115,53,146,245,19,24,17,1232,162,14,5,122,53,23,52,161,10,33,6,62,20,69,43,18,82,19,89,11,41,130,154,68,34,55,70,91,785,9,44,68,38,14
2021-08-17,7,115,52,164,253,17,20,20,1143,162,6,8,109,59,20,67,143,16,36,4,64,21,75,41,16,76,14,79,5,47,112,181,58,38,61,55,98,747,11,38,71,34,13
2021-08-18,9,109,61,157,274,13,22,21,1150,165,21,12,108,51,17,64,126,15,40,16,52,20,97,43,19,93,16,70,12,49,131,167,50,34,64,59,106,715,12,33,53,37,13
2021-08-19,8,108,51,166,261,18,24,15,1114,152,19,6,108,64,26,73,139,13,33,5,77,23,70,32,14,74,14,88,12,42,118,192,64,32,41,61,111,835,10,53,70,42,16
2021-08-20,11,134,44,161,231,22,22,11,1059,158,15,4,120,65,17,52,141,20,37,5,72,18,73,34,24,86,26,84,9,54,132,190,86,34,67,65,102,781,7,40,54,40,15
2021-08-21,4,86,39,165,233,16,20,12,988,179,13,9,98,60,3,50,97,9,34,8,66,15,81,50,12,84,13,80,15,46,120,140,54,33,39,73,93,666,10,36,77,37,16
2021-08-22,3,93,36,155,230,17,15,15,950,165,24,10,115,61,15,71,78,8,26,6,60,16,69,34,12,63,18,84,10,37,117,158,39,30,41,52,94,626,9,36,57,28,12
2021-08-23,13,120,55,176,294,18,28,15,1171,202,18,17,120,76,23,52,138,13,36,4,62,22,83,42,11,102,19,105,9,46,138,217,77,41,59,75,129,835,11,48,74,45,14
2021-08-24,5,129,43,180,258,26,31,13,1044,170,18,12,125,61,24,83,128,16,38,9,69,11,76,37,12,94,24,84,11,40,149,192,67,55,54,78,111,780,11,33,68,29,15
2021-08-25,19,127,48,208,261,18,21,13,1077,201,23,8,130,68,22,65,116,24,28,6,64,10,75,33,23,84,18,97,10,43,152,169,47,45,71,75,133,738,23,41,79,39,22
2021-08-26,17,121,48,183,273,31,19,14,1072,214,14,7,125,65,19,78,130,14,41,8,67,22,70,30,24,96,20,96,12,44,151,194,80,42,58,72,130,759,16,49,58,37,29
2021-08-27,6,115,37,177,236,17,25,15,942,208,24,12,121,72,25,69,109,16,38,9,64,28,61,47,14,89,14,83,15,49,137,210,85,46,64,85,116,749,17,64,89,36,18
2021-08-28,7,126,33,151,240,22,21,18,880,185,17,8,111,72,17,71,105,14,36,6,63,19,58,24,23,68,11,76,9,37,122,187,40,45,56,59,107,673,14,41,62,46,20
2021-08-29,8,106,40,174,221,30,15,19,780,183,15,10,115,61,16,59,73,17,28,4,65,25,57,29,14,73,11,76,12,43,111,184,32,44,37,51,127,561,7,38,66,38,20
2021-08-30,15,148,43,180,284,29,22,21,986,213,21,9,116,75,28,65,107,14,31,9,89,21,74,22,22,97,16,111,12,53,145,227,93,38,60,82,151,890,9,52,82,52,19
2021-08-31,14,132,58,183,242,24,27,10,845,213,23,10,117,79,20,65,87,12,42,10,89,26,58,41,19,95,20,90,17,49,164,213,62,49,68,79,142,821,13,48,60,34,23
2021-09-01,15,160,59,205,279,38,19,20,898,207,28,9,167,80,19,95,102,31,51,8,70,21,67,40,24,99,16,109,18,45,177,271,60,52,76,105,165,1026,17,51,61,49,15
2021-09-02,11,137,35,173,202,20,17,10,774,193,21,12,113,82,12,80,106,18,47,5,65,18,55,22,22,76,15,90,15,42,159,238,64,38,63,84,146,766,5,63,76,43,29
2021-09-03,10,138,34,187,221,22,12,11,818,189,22,13,116,71,14,82,93,11,35,5,71,19,65,21,30,94,20,95,11,39,153,235,83,45,56,94,128,778,18,56,56,46,34
2021-09-04,17,119,32,171,168,21,13,15,630,145,20,10,122,69,15,60,85,23,34,10,79,23,47,25,19,83,13,76,21,35,140,240,43,42,61,73,131,667,10,37,74,37,27
2021-09-05,16,97,44,168,177,37,14,10,666,157,15,14,114,67,16,80,70,11,32,6,96,26,57,25,23,68,14,79,13,33,124,229,44,26,49,95,116,556,6,36,77,32,25
2021-09-06,12,96,41,185,177,31,14,11,701,158,19,14,112,56,20,68,65,6,39,7,84,16,52,41,25,71,15,75,7,30,137,282,58,29,61,69,119,645,10,49,74,42,15
2021-09-07,18,141,53,181,210,33,15,15,761,162,19,21,133,83,9,79,74,16,34,5,89,19,42,28,25,104,15,105,10,32,141,306,45,52,68,85,155,765,22,50,82,38,26
2021-09-08,18,102,41,181,201,25,15,21,702,185,19,21,125,76,9,76,68,16,59,14,96,22,54,18,27,67,13,86,13,28,155,304,48,60,71,87,162,734,23,72,83,41,33
2021-09-09,14,110,28,163,204,25,21,18,655,177,20,12,115,91,21,74,68,27,28,9,85,23,60,15,33,66,27,102,10,32,156,303,42,43,94,97,127,705,15,72,79,49,28
2021-09-10,16,109,47,156,209,43,20,25,620,163,22,15,135,83,19,86,77,28,29,7,83,19,44,17,25,62,40,84,5,31,150,276,65,41,53,85,156,729,13,42,73,42,28
2021-09-11,17,83,30,148,155,28,16,11,531,122,16,10,106,68,9,57,72,14,25,14,76,13,38,18,27,65,20,72,6,37,121,264,35,35,48,68,105,630,8,32,66,28,32
2021-09-12,12,73,30,164,149,31,20,15,449,120,7,6,111,73,9,74,47,16,25,11,79,25,38,14,23,64,13,74,5,32,94,245,23,28,75,85,83,495,14,33,59,34,20
2021-09-13,17,102,43,183,204,29,19,14,563,120,23,17,132,74,20,74,49,30,27,13,97,20,54,15,34,79,20,115,7,43,146,363,63,35,74,86,141,710,13,55,73,52,31
2021-09-14,21,112,58,180,182,27,14,22,561,147,15,19,125,92,18,62,60,22,33,9,108,30,45,23,29,91,21,92,6,28,120,288,47,56,79,59,128,699,14,52,60,41,28
2021-09-15,10,86,35,172,178,44,21,12,547,139,24,21,129,85,15,75,55,11,27,15,77,26,50,17,27,80,15,94,10,42,131,337,46,20,86,64,127,680,15,59,72,53,26
2021-09-16,20,72,29,149,185,35,14,16,470,124,17,20,121,75,16,67,60,23,36,16,89,35,40,20,25,91,22,85,8,35,126,319,47,35,95,78,95,677,12,52,72,37,29
2021-09-17,17,86,36,169,140,33,18,26,504,138,20,28,111,71,20,68,68,26,47,18,87,26,41,12,18,59,20,94,8,35,128,304,42,37,64,74,97,687,8,65,87,55,31
2021-09-18,23,73,30,152,151,33,15,16,359,93,15,14,110,65,15,59,37,20,43,12,109,15,39,8,18,51,10,67,8,25,104,308,26,31,58,50,99,532,17,53,47,32,22
2021-09-19,11,47,29,168,143,30,12,12,323,94,29,16,96,64,11,57,30,10,30,6,79,34,41,16,13,62,17,74,8,37,112,258,26,30,61,56,81,431,14,40,58,36,25
2021-09-20,18,87,36,171,160,30,17,23,430,116,30,19,124,82,23,71,50,15,53,7,97,18,48,19,25,73,31,91,6,37,122,359,31,41,82,48,101,636,20,60,73,56,31
2021-09-21,19,72,27,151,154,34,14,21,408,130,20,26,117,70,19,63,42,12,38,16,86,22,56,13,24,74,16,76,5,34,122,318,33,41,74,62,104,610,15,60,46,50,41
2021-09-22,14,72,29,191,150,27,10,13,417,131,19,22,114,63,14,62,34,13,35,9,90,24,48,13,31,68,16,80,6,31,130,295,27,28,88,81,80,579,10,57,47,48,32
2021-09-23,17,70,32,157,148,29,10,24,355,114,23,14,121,62,12,57,43,28,45,7,93,17,41,14,28,64,15,87,8,27,149,328,33,36,94,58,84,532,15,63,55,48,27
2021-09-24,21,62,20,151,147,33,19,16,337,126,37,23,79,57,21,58,33,25,39,8,85,30,35,13,29,77,12,84,10,29,124,309,33,20,75,40,85,512,12,47,63,50,27
2021-09-25,8,43,22,148,125,25,16,11,281,85,13,14,100,47,7,49,33,21,23,8,89,17,31,8,28,49,16,57,7,24,103,259,22,29,80,37,72,394,17,37,49,36,23
2021-09-26,8,52,27,123,115,24,14,20,249,60,16,12,84,39,6,36,26,11,24,14,80,28,28,9,22,40,17,64,6,21,98,263,18,26,51,32,61,322,16,53,62,46,28
2021-09-27,14,58,26,149,160,28,19,18,308,97,22,28,132,57,9,50,27,24,29,7,99,23,36,6,29,59,27,97,7,27,124,331,45,36,91,49,82,492,11,65,60,41,28
2021-09-28,20,70,21,161,124,31,14,15,298,87,11,15,112,70,19,59,34,15,36,18,97,27,26,14,23,49,16,81,12,26,136,341,26,34,80,49,81,438,11,51,62,48,19
2021-09-29,15,57,18,151,138,34,19,25,271,87,20,17,111,57,15,47,32,21,37,7,96,36,36,16,35,53,17,78,7,33,131,293,25,32,77,58,73,452,12,49,49,48,26
2021-09-30,13,54,24,142,118,29,16,25,234,72,31,19,106,54,18,55,30,14,38,6,102,36,51,9,27,56,25,91,10,28,110,285,26,35,84,53,67,406,3,62,55,43,18
2021-10-01,15,53,27,149,130,35,11,16,266,69,12,14,143,54,10,33,31,15,43,7,109,24,33,11,32,68,13,109,10,33,105,318,37,44,86,47,74,523,11,57,52,31,30
2021-10-02,7,32,21,113,113,22,9,19,185,65,15,20,98,53,11,39,20,12,16,5,96,28,32,7,24,38,8,70,5,18,80,240,18,33,71,39,53,325,9,50,32,38,18
2021-10-03,9,25,19,117,105,29,12,24,198,53,16,7,101,38,17,24,14,19,38,6,102,27,30,3,23,34,10,61,4,25,82,247,10,23,66,28,46,275,6,34,36,41,19
2021-10-04,10,55,15,122,125,35,19,21,239,67,19,15,117,62,16,40,27,24,29,5,144,27,43,8,21,53,17,88,10,34,110,320,35,26,85,38,61,409,13,62,39,44,23
2021-10-05,16,45,12,96,118,32,16,13,226,47,17,19,102,52,11,39,26,20,43,5,127,33,38,6,26,46,20,79,15,37,126,323,21,29,88,34,48,390,17,56,48,38,21
2021-10-06,24,37,16,92,128,32,12,11,209,66,15,16,124,45,9,38,27,20,38,11,118,39,27,7,24,52,12,78,5,28,121,287,29,31,73,47,52,370,19,73,48,38,20
2021-10-07,27,40,22,88,103,29,13,11,187,65,22,20,114,42,10,48,16,19,34,9,118,30,30,9,30,49,12,73,8,17,113,281,22,18,88,32,46,317,16,46,33,45,28
2021-10-08,13,33,27,85,120,35,10,12,202,56,15,13,102,38,18,31,23,9,31,17,139,30,28,8,32,41,24,69,9,21,99,302,30,19,85,31,50,353,10,47,54,54,21
2021-10-09,23,29,10,68,69,34,10,6,158,32,15,8,89,44,15,31,23,18,26,5,138,26,30,5,36,32,20,60,7,29,104,252,16,22,73,23,33,275,11,25,39,40,13
2021-10-10,22,30,16,71,81,21,4,15,118,44,15,7,83,30,10,25,18,17,27,5,125,30,16,4,28,35,18,52,5,22,70,218,10,34,80,18,35,232,9,33,38,32,20
2021-10-11,21,41,16,69,92,29,17,24,187,57,20,24,98,40,10,32,18,18,45,13,150,35,30,13,30,50,25,77,10,29,101,299,28,29,97,19,48,324,15,62,33,49,15
2021-10-12,14,32,17,72,80,41,17,20,186,46,9,6,117,36,12,48,24,14,22,6,154,27,29,6,32,42,12,71,14,21,105,303,28,26,78,28,57,317,12,46,39,34,22
2021-10-13,15,27,15,73,99,19,14,24,173,44,12,8,94,41,8,42,23,13,29,5,113,41,27,9,29,29,25,71,8,38,109,255,23,20,106,26,28,279,18,50,34,37,18
2021-10-14,21,25,10,81,91,28,14,16,127,49,17,15,100,43,14,31,17,21,18,6,126,26,27,8,28,37,19,76,11,26,100,267,21,14,86,22,40,311,13,43,41,47,13
2021-10-15,20,27,14,59,111,39,17,20,133,53,13,13,114,56,12,27,14,14,24,8,147,32,20,8,23,53,18,65,14,23,118,274,35,26,90,25,38,286,9,48,51,34,22
2021-10-16,11,22,10,63,90,39,10,14,126,32,15,13,89,42,11,18,14,9,29,6,122,22,26,2,29,34,9,58,7,26,100,209,17,12,68,21,32,188,14,36,53,30,12
2021-10-17,21,13,11,68,75,22,11,8,112,34,6,8,81,37,10,27,6,9,19,8,113,32,16,5,28,32,13,55,7,22,76,169,13,19,66,18,30,173,20,43,31,33,15
2021-10-18,17,30,15,86,104,30,12,13,134,36,11,9,87,41,9,24,21,16,31,11,131,29,24,7,25,28,22,66,11,30,91,280,28,20,95,23,36,267,17,56,52,37,12
2021-10-19,23,26,10,71,119,37,13,11,129,35,9,9,81,29,14,30,22,22,30,13,133,27,29,7,27,28,19,78,8,17,88,233,16,25,101,13,47,248,23,57,42,48,20
2021-10-20,19,23,10,76,100,42,9,7,115,36,11,12,78,40,11,29,11,21,25,8,137,32,19,5,21,22,10,60,11,16,97,221,11,18,74,18,40,237,14,47,31,41,14
2021-10-21,28,21,10,73,99,53,11,6,125,48,14,19,73,37,19,17,12,16,25,13,111,23,22,4,26,23,12,50,6,17,95,246,14,31,94,20,49,211,17,50,35,43,13
